=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 01:43:46 =~=~=~=~=~=~=~=~=~=~=~=,
497.94,-20.48
497.94,-20.91
497.94,-20.27
497.94,-20.27
497.94,-20.27
497.95,-19.4
497.95,-20.48
497.95,-19.19
497.95,-18.97
497.96,-20.59
497.96,-18.76
497.96,-20.48
497.96,-20.81
497.96,-20.91
497.96,-20.16
497.96,-20.91
497.96,-19.84
497.96,-20.16
497.96,-20.7
497.97,-20.37
497.97,-20.81
497.97,-20.59
497.97,-20.16
497.97,-19.19
497.97,-20.37
497.97,-20.81
497.97,-20.59
497.97,-19.19
497.97,-20.91
497.97,-19.19
497.98,-19.94
497.98,-20.7
497.98,-20.7
497.99,-19.19
497.99,-20.16
497.99,-20.81
497.99,-20.91
497.99,-21.02
497.99,-20.48
497.99,-20.27
498,-19.84
498,-20.37
498,-20.27
498,-20.48
498,-19.62
498,-20.27
498,-20.48
498,-20.59
498,-20.7
498,-19.73
498.01,-20.7
498.01,-20.91
498.01,-20.7
498.01,-20.37
498.01,-20.91
498.01,-20.91
498.01,-18.65
498.01,-19.94
498.01,-20.81
498.01,-18.43
498.02,-20.81
498.02,-21.24
498.02,-18.65
498.02,-19.73
498.02,-19.94
498.02,-20.37
498.02,-19.3
498.02,-20.81
498.02,-20.59
498.03,-20.81
498.04,-20.16
498.04,-20.91
498.04,-20.81
498.04,-20.59
498.04,-18.22
498.04,-20.91
498.04,-21.56
498.04,-20.91
498.04,-19.84
498.04,-18.11
498.05,-20.59
498.05,-20.48
498.05,-20.05
498.05,-20.27
498.05,-20.7
498.05,-20.37
498.05,-20.59
498.05,-20.37
498.05,-18.54
498.05,-19.51
498.06,-20.59
498.06,-20.48
498.06,-20.16
498.06,-20.37
498.06,-20.16
498.06,-19.3
498.06,-20.16
498.06,-20.48
498.06,-20.81
498.06,-20.37
498.07,-18.65
498.08,-20.91
498.08,-20.91
498.08,-20.27
498.08,-20.16
498.08,-20.37
498.08,-20.16
498.08,-20.7
498.08,-20.37
498.08,-19.84
498.08,-20.59
498.09,-17.79
498.09,-20.91
498.09,-20.59
498.09,-20.37
498.09,-19.19
498.09,-20.59
498.09,-19.84
498.09,-20.7
498.09,-19.94
498.09,-21.67
498.1,-20.59
498.1,-20.27
498.1,-20.91
498.1,-20.37
498.1,-20.16
498.1,-23.61
498.1,-20.7
498.1,-20.7
498.11,-19.84
498.11,-19.19
498.12,-19.94
498.12,-20.37
498.12,-20.37
498.12,-20.59
498.12,-19.3
498.12,-20.37
498.12,-20.27
498.12,-20.7
498.12,-19.94
498.12,-20.37
498.13,-21.78
498.13,-20.37
498.13,-20.27
498.13,-19.84
498.13,-20.81
498.13,-20.91
498.13,-20.59
498.13,-20.81
498.13,-18.97
498.13,-18.76
498.14,-19.62
498.14,-20.91
498.14,-20.91
498.14,-20.91
498.14,-20.27
498.14,-18.54
498.14,-19.94
498.14,-20.48
498.14,-20.27
498.14,-20.37
498.15,-20.91
498.15,-19.84
498.16,-19.73
498.16,-20.48
498.16,-20.37
498.16,-18.86
498.16,-20.27
498.16,-19.84
498.16,-20.59
498.16,-20.27
498.16,-20.7
498.17,-20.37
498.17,-19.19
498.17,-19.51
498.17,-18.54
498.17,-20.59
498.17,-20.59
498.17,-20.05
498.17,-18.43
498.17,-19.62
498.17,-21.02
498.18,-20.16
498.18,-20.48
498.18,-20.27
498.18,-18.54
498.18,-20.37
498.18,-20.91
498.18,-20.59
498.18,-19.94
498.18,-20.37
498.18,-20.16
498.19,-20.37
498.19,-19.73
498.19,-21.02
498.2,-20.05
498.2,-20.81
498.2,-20.27
498.2,-20.27
498.2,-20.16
498.2,-19.94
498.2,-19.51
498.21,-20.16
498.21,-20.27
498.21,-19.4
498.21,-18.97
498.21,-20.27
498.21,-20.37
498.21,-20.27
498.21,-20.59
498.21,-18.65
498.21,-20.91
498.22,-20.7
498.22,-19.51
498.22,-20.81
498.22,-20.37
498.22,-20.81
498.22,-20.37
498.22,-20.16
498.22,-19.84
498.22,-20.37
498.22,-20.27
498.23,-20.59
498.24,-19.94
498.24,-19.51
498.24,-21.67
498.24,-20.48
498.24,-20.81
498.24,-19.84
498.24,-20.16
498.24,-19.51
498.24,-20.16
498.25,-19.51
498.25,-20.59
498.25,-20.91
498.25,-20.27
498.25,-18.76
498.25,-20.37
498.25,-19.51
498.25,-20.37
498.25,-20.81
498.25,-20.27
498.25,-19.51
498.26,-20.48
498.26,-20.27
498.26,-19.08
498.26,-19.4
498.26,-19.94
498.26,-19.73
498.26,-19.84
498.26,-20.7
498.26,-20.37
498.26,-19.08
498.27,-19.3
498.27,-20.37
498.27,-19.62
498.27,-20.48
498.27,-20.27
498.28,-19.4
498.28,-19.73
498.28,-20.37
498.28,-20.27
498.28,-20.27
498.29,-20.48
498.29,-19.51
498.29,-19.94
498.29,-20.27
498.29,-19.51
498.29,-20.81
498.29,-20.27
498.29,-20.37
498.29,-20.27
498.29,-20.16
498.3,-20.7
498.3,-20.7
498.3,-19.19
498.3,-20.05
498.3,-18.11
498.3,-19.62
498.3,-20.59
498.3,-20.7
498.3,-20.7
498.3,-20.27
498.31,-19.3
498.31,-19.08
498.31,-20.16
498.31,-20.27
498.31,-19.94
498.31,-19.51
498.31,-18.86
498.32,-17.68
498.32,-20.16
498.32,-20.37
498.33,-20.16
498.33,-20.59
498.33,-18.11
498.33,-21.24
498.33,-20.16
498.33,-20.91
498.33,-20.59
498.33,-20.7
498.33,-20.7
498.33,-19.19
498.34,-18.76
498.34,-19.94
498.34,-20.37
498.34,-20.48
498.34,-20.37
498.34,-20.16
498.34,-18.76
498.34,-18.86
498.34,-20.27
498.34,-20.27
498.34,-20.37
498.35,-20.16
498.35,-19.94
498.35,-20.81
498.35,-20.48
498.36,-20.27
498.36,-20.37
498.36,-18.11
498.36,-19.19
498.36,-20.37
498.36,-19.94
498.37,-20.7
498.37,-19.3
498.37,-20.27
498.37,-20.81
498.37,-20.91
498.37,-20.59
498.37,-20.81
498.37,-20.37
498.37,-19.4
498.37,-20.27
498.38,-20.37
498.38,-19.73
498.38,-19.94
498.38,-20.48
498.38,-20.7
498.38,-20.16
498.38,-20.48
498.38,-20.48
498.38,-18.11
498.38,-18.65
498.39,-20.16
498.39,-19.73
498.39,-20.37
498.39,-20.48
498.39,-20.81
498.39,-19.73
498.39,-15.95
498.39,-19.84
498.39,-20.7
498.4,-20.59
498.41,-20.7
498.41,-20.91
498.41,-20.59
498.41,-20.59
498.41,-18.86
498.41,-20.16
498.41,-20.59
498.41,-20.48
498.41,-20.48
498.41,-20.37
498.42,-20.27
498.42,-20.48
498.42,-19.94
498.42,-20.81
498.42,-20.37
498.42,-19.51
498.42,-20.37
498.42,-20.05
498.42,-20.16
498.42,-20.48
498.43,-20.91
498.43,-18.43
498.43,-20.27
498.43,-21.02
498.43,-20.37
498.43,-20.81
498.43,-20.37
498.43,-20.27
498.43,-20.48
498.43,-19.3
498.43,-19.94
498.45,-21.02
498.45,-19.51
498.45,-20.27
498.45,-19.73
498.45,-20.91
498.45,-20.27
498.45,-20.48
498.45,-20.37
498.45,-20.7
498.45,-20.81
498.46,-20.48
498.46,-20.16
498.46,-20.59
498.46,-20.59
498.46,-20.37
498.46,-19.19
498.46,-20.81
498.46,-20.81
498.46,-20.59
498.46,-18.65
498.47,-20.16
498.47,-20.27
498.47,-20.27
498.47,-19.94
498.47,-20.91
498.47,-18.33
498.47,-19.84
498.47,-20.37
498.48,-19.94
498.48,-20.81
498.49,-20.27
498.49,-20.81
498.49,-20.16
498.49,-18.43
498.49,-20.16
498.49,-20.59
498.49,-20.81
498.49,-18.22
498.49,-20.48
498.49,-19.84
498.5,-19.94
498.5,-20.48
498.5,-19.19
498.5,-19.51
498.5,-20.27
498.5,-20.27
498.5,-20.37
498.5,-18.43
498.5,-20.48
498.5,-20.81
498.51,-20.91
498.51,-19.94
498.51,-20.16
498.51,-20.16
498.51,-20.37
498.51,-20.59
498.51,-20.16
498.51,-19.84
498.51,-20.16
498.51,-20.59
498.52,-19.3
498.52,-20.81
498.52,-20.37
498.53,-20.27
498.53,-20.27
498.53,-20.27
498.53,-19.84
498.53,-20.59
498.53,-20.48
498.53,-20.91
498.53,-20.37
498.54,-17.46
498.54,-20.16
498.54,-19.84
498.54,-19.94
498.54,-19.73
498.54,-20.59
498.54,-19.19
498.54,-18.54
498.54,-20.16
498.54,-18.54
498.55,-19.62
498.55,-20.27
498.55,-20.16
498.55,-20.7
498.55,-20.91
498.55,-20.7
498.55,-20.37
498.55,-19.84
498.55,-20.16
498.55,-20.16
498.56,-19.73
498.56,-20.16
498.56,-20.16
498.57,-20.48
498.57,-20.81
498.57,-20.48
498.57,-20.59
498.57,-20.81
498.57,-20.91
498.57,-20.59
498.58,-20.37
498.58,-20.48
498.58,-19.51
498.58,-20.27
498.58,-20.37
498.58,-20.7
498.58,-19.51
498.58,-20.27
498.58,-20.05
498.58,-20.27
498.59,-18.97
498.59,-19.51
498.59,-20.37
498.59,-19.62
498.59,-20.7
498.59,-19.19
498.59,-20.7
498.59,-20.37
498.59,-19.73
498.59,-20.59
498.6,-20.59
498.6,-20.27
498.61,-20.16
498.61,-20.16
498.61,-20.91
498.61,-20.27
498.61,-20.81
498.61,-20.27
498.61,-20.16
498.61,-19.94
498.62,-20.91
498.62,-20.91
498.62,-20.27
498.62,-18.54
498.62,-19.51
498.62,-19.51
498.62,-20.37
498.62,-20.91
498.62,-20.81
498.62,-20.37
498.62,-18.22
498.63,-20.59
498.63,-19.73
498.63,-20.59
498.63,-19.73
498.63,-20.81
498.63,-20.59
498.63,-20.7
498.63,-19.84
498.63,-20.48
498.63,-20.27
498.64,-20.59
498.64,-20.59
498.64,-20.16
498.64,-19.19
498.64,-20.27
498.64,-20.7
498.65,-20.27
498.65,-20.16
498.65,-20.16
498.65,-20.81
498.66,-20.91
498.66,-20.7
498.66,-20.81
498.66,-18.22
498.66,-18.76
498.66,-19.4
498.66,-20.16
498.66,-20.27
498.66,-20.81
498.66,-20.59
498.67,-18.97
498.67,-20.37
498.67,-20.7
498.67,-20.91
498.67,-20.48
498.67,-18.97
498.67,-18.33
498.67,-20.7
498.67,-19.51
498.67,-20.48
498.68,-19.51
498.68,-20.7
498.68,-20.81
498.68,-20.7
498.68,-19.51
498.68,-20.27
498.68,-20.81
498.68,-20.27
498.69,-19.84
498.69,-20.37
498.7,-20.16
498.7,-20.48
498.7,-20.81
498.7,-20.59
498.7,-20.05
498.7,-19.73
498.7,-20.27
498.7,-20.37
498.7,-20.91
498.7,-20.81
498.71,-19.4
498.71,-19.51
498.71,-20.81
498.71,-20.27
498.71,-20.91
498.71,-20.91
498.71,-19.3
498.71,-20.59
498.71,-20.48
498.71,-20.59
498.71,-20.48
498.72,-19.51
498.72,-19.84
498.72,-20.7
498.72,-20.37
498.72,-19.62
498.73,-20.48
498.73,-18.97
498.73,-19.19
498.73,-20.27
498.73,-20.81
498.74,-18.76
498.74,-20.48
498.74,-20.7
498.74,-20.59
498.74,-20.59
498.74,-18.76
498.74,-19.73
498.74,-20.37
498.74,-20.27
498.74,-20.16
498.75,-20.7
498.75,-20.16
498.75,-20.7
498.75,-20.59
498.75,-18.86
498.75,-20.7
498.75,-20.7
498.75,-20.59
498.75,-20.91
498.75,-20.7
498.76,-20.16
498.76,-20.7
498.76,-20.7
498.76,-19.94
498.76,-20.16
498.76,-19.73
498.76,-20.48
498.76,-20.48
498.76,-19.51
498.76,-19.84
498.78,-20.7
498.78,-20.37
498.78,-20.37
498.78,-21.88
498.78,-20.48
498.78,-20.16
498.78,-20.59
498.78,-20.59
498.78,-20.7
498.78,-20.37
498.79,-20.81
498.79,-20.37
498.79,-20.7
498.79,-20.37
498.79,-20.59
498.79,-18.11
498.79,-20.16
498.79,-20.37
498.79,-20.48
498.79,-20.37
498.8,-20.7
498.8,-19.94
498.8,-18.65
498.8,-19.08
498.8,-19.51
498.8,-20.81
498.8,-20.81
498.8,-20.81
498.81,-20.16
498.81,-19.94
498.81,-20.59
498.82,-20.37
498.82,-20.27
498.82,-20.59
498.82,-19.4
498.82,-20.7
498.82,-20.48
498.82,-20.7
498.82,-18.54
498.82,-18.43
498.82,-20.37
498.83,-20.37
498.83,-20.59
498.83,-21.13
498.83,-20.27
498.83,-20.16
498.83,-20.37
498.83,-20.16
498.83,-21.13
498.83,-19.94
498.83,-20.81
498.84,-20.91
498.84,-19.08
498.84,-18.22
498.84,-20.37
498.84,-20.16
498.84,-20.7
498.84,-20.59
498.84,-20.16
498.84,-18.86
498.85,-19.19
498.86,-20.27
498.86,-18.54
498.86,-20.59
498.86,-20.48
498.86,-20.59
498.86,-19.19
498.86,-19.84
498.86,-20.37
498.86,-20.27
498.86,-20.37
498.87,-21.13
498.87,-19.19
498.87,-19.08
498.87,-19.51
498.87,-20.37
498.87,-20.37
498.87,-20.59
498.87,-19.73
498.87,-20.27
498.87,-20.59
498.88,-20.16
498.88,-20.59
498.88,-20.37
498.88,-20.16
498.88,-19.73
498.88,-20.48
498.88,-20.37
498.88,-20.59
498.88,-20.91
498.88,-20.48
498.89,-19.94
498.89,-19.84
498.89,-20.91
498.9,-20.59
498.9,-20.37
498.9,-20.7
498.9,-19.62
498.9,-20.37
498.9,-20.59
498.9,-20.37
498.9,-18.97
498.91,-20.37
498.91,-19.19
498.91,-21.13
498.91,-20.81
498.91,-20.27
498.91,-20.59
498.91,-19.08
498.91,-19.62
498.91,-20.37
498.91,-20.81
498.92,-20.7
498.92,-20.59
498.92,-20.37
498.92,-20.27
498.92,-20.59
498.92,-18.86
498.92,-20.37
498.92,-19.3
498.92,-20.81
498.92,-20.59
498.93,-20.37
498.93,-20.37
498.93,-20.37
498.93,-20.59
498.94,-19.51
498.94,-20.48
498.94,-20.05
498.94,-20.59
498.94,-20.27
498.94,-20.59
498.95,-21.45
498.95,-19.51
498.95,-19.4
498.95,-19.94
498.95,-20.37
498.95,-20.81
498.95,-20.48
498.95,-20.48
498.95,-19.19
498.95,-20.16
498.96,-20.27
498.96,-20.27
498.96,-20.37
498.96,-20.37
498.96,-18.43
498.96,-17.79
498.96,-20.37
498.96,-20.37
498.96,-19.84
498.96,-20.7
498.97,-20.16
498.97,-20.48
498.98,-20.59
498.98,-20.7
498.98,-20.37
498.98,-20.37
498.98,-20.16
498.98,-20.27
498.98,-20.59
498.98,-20.59
498.99,-19.62
498.99,-20.81
498.99,-20.91
498.99,-20.59
498.99,-20.16
498.99,-20.37
498.99,-20.16
498.99,-20.27
498.99,-20.16
498.99,-19.3
498.99,-20.48
499,-19.4
499,-19.62
499,-20.81
499,-20.59
499,-21.56
499,-20.16
499,-19.51
499,-20.27
499,-20.81
499,-20.16
499.01,-19.4
499.01,-20.7
499.01,-19.19
499.01,-20.81
499.01,-19.94
499.01,-20.27
499.01,-20.27
499.02,-20.16
499.02,-20.27
499.02,-20.16
499.03,-20.37
499.03,-19.84
499.03,-20.27
499.03,-20.37
499.03,-22.42
499.03,-20.27
499.03,-19.73
499.03,-19.94
499.03,-19.62
499.03,-20.37
499.04,-19.19
499.04,-19.3
499.04,-20.37
499.04,-21.13
499.04,-20.37
499.04,-20.81
499.04,-19.73
499.04,-20.27
499.04,-20.91
499.04,-20.7
499.05,-20.16
499.05,-19.4
499.05,-20.16
499.05,-20.16
499.05,-20.59
499.06,-20.16
499.06,-19.62
499.06,-20.48
499.06,-20.16
499.06,-20.48
499.07,-20.91
499.07,-19.51
499.07,-20.7
499.07,-19.94
499.07,-20.05
499.07,-20.7
499.07,-20.37
499.07,-19.08
499.07,-20.81
499.07,-20.37
499.08,-19.4
499.08,-19.94
499.08,-20.37
499.08,-20.16
499.08,-19.3
499.08,-20.37
499.08,-20.48
499.08,-20.27
499.08,-18.97
499.08,-18.33
499.08,-20.16
499.09,-20.91
499.09,-20.27
499.09,-20.59
499.09,-19.3
499.09,-19.94
499.09,-20.37
499.1,-20.27
499.1,-20.48
499.1,-20.59
499.1,-19.51
499.11,-19.19
499.11,-20.16
499.11,-20.91
499.11,-20.27
499.11,-20.59
499.11,-18.97
499.11,-20.37
499.11,-20.81
499.11,-20.91
499.11,-20.81
499.12,-17.46
499.12,-20.48
499.12,-20.91
499.12,-20.91
499.12,-20.16
499.12,-20.27
499.12,-20.7
499.12,-17.57
499.12,-19.73
499.12,-20.81
499.13,-20.59
499.13,-20.91
499.13,-20.59
499.13,-20.91
499.13,-20.16
499.13,-19.84
499.13,-19.73
499.13,-20.91
499.13,-20.7
499.13,-20.37
499.15,-19.19
499.15,-19.08
499.15,-18.22
499.15,-20.37
499.15,-20.7
499.15,-20.81
499.15,-20.7
499.15,-20.59
499.15,-20.05
499.15,-19.94
499.16,-19.94
499.16,-19.3
499.16,-21.67
499.16,-20.7
499.16,-20.48
499.16,-20.48
499.16,-20.59
499.16,-19.3
499.16,-19.19
499.16,-20.37
499.17,-19.84
499.17,-20.91
499.17,-20.7
499.17,-19.19
499.17,-18.22
499.17,-19.08
499.17,-20.48
499.17,-20.16
499.17,-20.59
499.18,-20.81
499.18,-18.97
499.18,-20.16
499.19,-20.59
499.19,-18.54
499.19,-18.97
499.19,-19.84
499.19,-20.37
499.19,-20.91
499.19,-20.59
499.19,-20.37
499.19,-19.94
499.2,-20.05
499.2,-20.05
499.2,-19.08
499.2,-20.91
499.2,-20.81
499.2,-20.91
499.2,-20.05
499.2,-20.48
499.2,-20.48
499.2,-20.27
499.21,-20.59
499.21,-20.91
499.21,-20.59
499.21,-19.51
499.21,-20.05
499.21,-20.59
499.21,-20.91
499.21,-20.59
499.21,-20.27
499.21,-21.13
499.23,-20.05
499.23,-20.48
499.23,-18.43
499.23,-19.3
499.23,-19.84
499.23,-20.91
499.23,-19.84
499.23,-20.27
499.23,-20.91
499.23,-20.59
499.24,-19.19
499.24,-19.94
499.24,-20.59
499.24,-20.37
499.24,-20.37
499.24,-20.59
499.24,-19.73
499.24,-20.37
499.24,-20.59
499.24,-20.48
499.25,-20.16
499.25,-20.59
499.25,-20.7
499.25,-20.37
499.25,-19.19
499.25,-20.27
499.25,-20.27
499.25,-20.37
499.25,-19.19
499.25,-19.08
499.26,-20.59
499.26,-19.84
499.26,-19.19
499.26,-20.48
499.27,-20.37
499.27,-20.27
499.27,-20.59
499.27,-20.81
499.27,-20.37
499.27,-21.56
499.27,-20.91
499.28,-20.7
499.28,-20.7
499.28,-20.7
499.28,-20.37
499.28,-18.22
499.28,-20.81
499.28,-20.91
499.28,-20.91
499.28,-20.37
499.28,-20.37
499.29,-19.84
499.29,-20.48
499.29,-19.4
499.29,-20.7
499.29,-20.27
499.29,-20.7
499.29,-20.27
499.29,-20.59
499.29,-20.59
499.29,-20.81
499.3,-18
499.31,-20.59
499.31,-20.59
499.31,-19.19
499.31,-20.91
499.31,-20.37
499.31,-20.16
499.31,-20.81
499.31,-20.91
499.31,-19.84
499.32,-20.91
499.32,-18.86
499.32,-19.94
499.32,-20.59
499.32,-20.59
499.32,-19.51
499.32,-20.59
499.32,-20.37
499.32,-18.97
499.32,-20.05
499.33,-19.19
499.33,-20.59
499.33,-20.37
499.33,-21.45
499.33,-18.43
499.33,-20.37
499.33,-20.37
499.33,-20.48
499.33,-18.54
499.33,-19.73
499.34,-20.81
499.34,-20.27
499.34,-19.08
499.35,-20.37
499.35,-20.48
499.35,-20.91
499.35,-20.59
499.35,-20.16
499.35,-20.27
499.35,-19.19
499.36,-20.81
499.36,-18.86
499.36,-20.59
499.36,-20.16
499.36,-18.76
499.36,-19.08
499.36,-20.91
499.36,-20.16
499.36,-19.51
499.36,-20.37
499.36,-17.89
499.37,-20.16
499.37,-19.62
499.37,-20.27
499.37,-20.59
499.37,-20.7
499.37,-18.86
499.37,-20.16
499.37,-20.27
499.37,-20.7
499.37,-20.37
499.38,-20.91
499.38,-20.27
499.38,-20.27
499.38,-19.62
499.38,-20.48
499.38,-20.91
499.38,-20.27
499.39,-20.91
499.39,-19.4
499.39,-20.91
499.4,-20.91
499.4,-20.59
499.4,-20.37
499.4,-19.08
499.4,-18.76
499.4,-20.16
499.4,-20.7
499.4,-20.59
499.4,-19.19
499.4,-18.76
499.41,-20.27
499.41,-20.7
499.41,-20.7
499.41,-20.81
499.41,-20.37
499.41,-20.59
499.41,-20.7
499.41,-19.84
499.41,-20.59
499.41,-20.81
499.42,-19.19
499.42,-19.94
499.42,-18.43
499.42,-19.84
499.42,-20.37
499.42,-20.7
499.43,-20.91
499.43,-20.48
499.43,-20.59
499.43,-19.94
499.44,-20.81
499.44,-20.48
499.44,-19.08
499.44,-20.16
499.44,-19.94
499.44,-20.59
499.44,-20.48
499.44,-20.91
499.44,-20.05
499.44,-20.59
499.45,-20.7
499.45,-20.37
499.45,-18.76
499.45,-19.08
499.45,-20.27
499.45,-20.27
499.45,-19.51
499.45,-20.59
499.45,-18.86
499.45,-20.48
499.45,-20.91
499.46,-20.37
499.46,-19.73
499.46,-20.91
499.46,-20.91
499.46,-20.91
499.46,-20.7
499.46,-20.27
499.46,-20.48
499.46,-20.37
499.46,-20.37
499.48,-20.16
499.48,-20.7
499.48,-20.48
499.48,-20.37
499.48,-20.81
499.48,-20.48
499.48,-20.81
499.48,-20.37
499.48,-20.81
499.48,-20.37
499.49,-19.94
499.49,-20.91
499.49,-19.94
499.49,-20.59
499.49,-18.54
499.49,-18.22
499.49,-20.91
499.49,-20.7
499.49,-20.48
499.49,-18.97
499.5,-20.37
499.5,-20.59
499.5,-19.94
499.5,-18.22
499.5,-19.19
499.5,-20.27
499.5,-20.7
499.5,-20.81
499.5,-19.3
499.5,-19.84
499.51,-20.37
499.52,-20.37
499.52,-20.91
499.52,-19.4
499.52,-20.7
499.52,-20.27
499.52,-20.7
499.52,-19.84
499.52,-20.27
499.52,-20.37
499.53,-20.37
499.53,-18.97
499.53,-19.94
499.53,-19.73
499.53,-20.7
499.53,-20.27
499.53,-20.7
499.53,-19.51
499.53,-20.27
499.53,-18
499.54,-20.59
499.54,-20.37
499.54,-20.59
499.54,-19.73
499.54,-20.16
499.54,-19.62
499.54,-20.91
499.54,-20.91
499.54,-20.81
499.54,-20.48
499.55,-18.65
499.56,-20.48
499.56,-20.05
499.56,-20.91
499.56,-20.16
499.56,-20.37
499.56,-19.19
499.56,-19.4
499.56,-20.91
499.56,-21.02
499.56,-20.7
499.57,-20.91
499.57,-20.16
499.57,-20.16
499.57,-20.7
499.57,-20.37
499.57,-20.27
499.57,-20.05
499.57,-18.65
499.57,-20.48
499.57,-21.13
499.58,-20.91
499.58,-20.37
499.58,-18.97
499.58,-19.19
499.58,-19.3
499.58,-20.7
499.58,-19.73
499.58,-20.81
499.58,-20.59
499.58,-18.86
499.6,-20.59
499.6,-20.27
499.6,-20.37
499.6,-20.81
499.6,-20.7
499.6,-18.86
499.6,-19.51
499.6,-20.16
499.6,-20.16
499.6,-20.91
499.61,-19.73
499.61,-20.91
499.61,-20.27
499.61,-19.08
499.61,-19.94
499.61,-18.54
499.61,-20.91
499.61,-20.48
499.61,-18.11
499.61,-20.27
499.62,-20.37
499.62,-20.59
499.62,-20.16
499.62,-19.94
499.62,-21.13
499.62,-18.97
499.62,-20.37
499.62,-19.84
499.62,-20.05
499.62,-19.94
499.63,-19.94
499.63,-20.37
499.63,-20.27
499.63,-20.48
499.63,-18.97
499.64,-20.59
499.64,-20.27
499.64,-20.37
499.64,-20.91
499.64,-20.16
499.64,-20.37
499.65,-20.27
499.65,-20.81
499.65,-20.81
499.65,-20.37
499.65,-20.91
499.65,-20.59
499.65,-20.59
499.65,-19.19
499.65,-20.91
499.65,-20.37
499.66,-20.91
499.66,-20.91
499.66,-20.37
499.66,-20.16
499.66,-19.51
499.66,-20.27
499.66,-21.13
499.66,-20.7
499.66,-21.34
499.66,-20.16
499.67,-19.73
499.67,-20.59
499.68,-20.91
499.68,-20.81
499.68,-20.7
499.68,-20.27
499.68,-21.02
499.68,-20.59
499.68,-21.02
499.68,-20.91
499.69,-20.59
499.69,-20.81
499.69,-20.37
499.69,-20.37
499.69,-20.81
499.69,-20.48
499.69,-21.02
499.69,-20.27
499.69,-20.16
499.69,-20.27
499.7,-20.27
499.7,-19.94
499.7,-20.27
499.7,-20.59
499.7,-20.91
499.7,-20.37
499.7,-20.27
499.7,-19.19
499.7,-20.59
499.7,-20.27
499.71,-20.37
499.71,-20.91
499.71,-20.59
499.71,-19.08
499.71,-20.37
499.71,-20.81
499.71,-19.94
499.72,-20.59
499.72,-20.81
499.72,-19.73
499.73,-19.19
499.73,-20.7
499.73,-20.91
499.73,-19.94
499.73,-20.7
499.73,-20.59
499.73,-19.19
499.73,-20.59
499.73,-20.48
499.73,-20.16
499.73,-20.16
499.74,-20.16
499.74,-20.37
499.74,-19.62
499.74,-21.67
499.74,-19.94
499.74,-20.37
499.74,-20.16
499.74,-21.13
499.74,-20.91
499.74,-20.59
499.75,-20.7
499.75,-20.59
499.75,-20.16
499.75,-18.22
499.75,-19.94
499.75,-20.91
499.75,-20.37
499.75,-21.13
499.76,-20.37
499.76,-20.37
499.77,-19.94
499.77,-20.37
499.77,-20.7
499.77,-20.37
499.77,-20.59
499.77,-20.91
499.77,-20.91
499.77,-20.16
499.77,-20.16
499.77,-20.37
499.78,-20.91
499.78,-18.86
499.78,-17.89
499.78,-19.94
499.78,-20.27
499.78,-19.3
499.78,-20.59
499.78,-20.7
499.78,-19.19
499.78,-20.59
499.79,-20.48
499.79,-20.16
499.79,-20.91
499.79,-18.86
499.79,-20.37
499.79,-18.97
499.8,-20.48
499.8,-20.27
499.8,-20.59
499.8,-20.27
499.81,46.03
499.81,35.03
499.81,34.17
499.81,34.06
499.81,33.96
499.81,21.67
499.81,21.56
499.81,21.56
499.81,21.99
499.81,1.29
499.81,-0.11
499.82,-17.36
499.82,-17.68
499.82,-17.03
499.82,-17.68
499.82,-17.89
499.82,-17.46
499.82,-18.65
499.82,-18.65
499.82,-17.79
499.82,-17.14
499.83,-18.43
499.83,-17.46
499.83,-17.57
499.83,-18.43
499.83,-16.39
499.83,-15.52
499.83,-15.85
499.83,-17.46
499.83,-19.62
499.83,-18.22
499.83,-17.46
499.85,-17.57
499.85,-17.89
499.85,-18.11
499.85,-18.11
499.85,-17.79
499.85,-16.06
499.85,-18.76
499.85,-19.19
499.85,-17.79
499.85,-18.33
499.86,-17.14
499.86,-17.79
499.86,-18.65
499.86,-18.65
499.86,-18.65
499.86,-17.57
499.86,-19.19
499.86,-19.4
499.86,-20.16
499.86,-19.19
499.87,-18.65
499.87,-18.43
499.87,-19.08
499.87,-18.97
499.87,-17.89
499.87,-19.19
499.87,-18.97
499.87,-19.19
499.87,-17.46
499.87,-18.86
499.88,-17.25
499.89,-17.14
499.89,-16.92
499.89,-17.25
499.89,-16.82
499.89,-17.46
499.89,-18.65
499.89,-17.46
499.89,-18.11
499.89,-19.19
499.9,-20.91
499.9,-20.37
499.9,-20.48
499.9,-20.7
499.9,-19.19
499.9,-20.91
499.9,-20.7
499.9,-20.81
499.9,-20.81
499.9,-20.59
499.91,-18.86
499.91,-17.46
499.91,-19.08
499.91,-19.3
499.91,-19.51
499.91,-19.19
499.91,-20.16
499.91,-19.19
499.91,-19.3
499.91,-19.08
499.93,-20.27
499.93,-20.81
499.93,-19.94
499.93,-19.73
499.93,-17.89
499.93,-18.76
499.93,-19.84
499.93,-19.73
499.93,-20.81
499.93,-19.3
499.93,-19.4
499.94,-19.84
499.94,-19.73
499.94,-17.46
499.94,-17.89
499.94,-18.86
499.94,-20.05
499.94,-19.84
499.94,-20.59
499.94,-20.7
499.94,-18.86
499.95,-19.62
499.95,-19.73
499.95,-19.51
499.95,-18.86
499.95,-19.08
499.95,-18.54
499.95,-19.62
499.95,-19.84
499.95,-19.84
499.95,-19.51
499.96,-19.62
499.96,-17.57
